player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Aidan Semo,162719,QB,ALBANY,1,60.0,5,5,16.4,2.27,0,0,0.0,60.0,3,0,1,0.0,6,0,2,106,73.9,65.6,45.5,72.4,0,0,8,0,100.0,143.8,16.7,1,0,0,0,1,1,12.5,66,13.2
Conner Kenyon,126191,QB,RHODE ISLD,2,100.0,4,5,5.5,2.08,0,0,0.0,80.0,4,0,1,0.0,5,0,3,274,63.8,84.1,84.0,,1,0,5,0,0.0,130.4,0.0,0,0,0,0,1,0,0.0,29,5.8
Jason Penza,185670,QB,LAFAYETTE,6,100.0,5,5,2.8,2.0,0,0,0.0,100.0,5,0,3,0.0,7,0,3,203,78.9,72.6,68.0,69.9,0,0,7,0,66.7,100.8,28.6,2,0,0,0,0,0,0.0,41,8.2
John Austin Wood,209837,QB,N ALABAMA,2,50.0,4,5,6.0,2.97,1,0,0.0,40.0,2,0,4,0.0,6,0,1,389,17.1,29.7,32.4,48.0,0,0,6,0,0.0,47.9,0.0,0,1,0,0,0,1,16.7,11,2.2
Carson Jones,159807,QB,FURMAN,2,25.0,4,5,14.8,2.72,1,0,0.0,20.0,1,0,3,0.0,5,0,1,170,63.8,51.8,51.0,,0,0,5,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,11,2.2
Ameer Dudley,148894,QB,ROB MORRIS,3,25.0,4,5,9.8,4.09,0,0,0.0,20.0,1,0,4,0.0,9,0,0,277,67.4,46.6,55.3,53.5,0,0,9,1,0.0,39.6,0.0,0,4,0,1,0,0,0.0,7,1.4
Andre Washington,165436,QB,ALCORN ST,3,40.0,5,5,14.6,2.62,0,0,0.0,40.0,2,0,2,0.0,6,0,0,107,68.2,51.6,46.3,61.6,0,0,8,0,50.0,47.9,16.7,1,0,0,0,0,0,0.0,7,1.4
Tanner Murray,158824,QB,SE LA,1,75.0,4,4,12.3,1.98,0,0,0.0,75.0,3,0,1,0.0,4,0,1,294,74.5,71.6,67.4,65.7,0,0,4,0,0.0,94.8,0.0,0,0,0,0,0,0,0.0,29,7.3
Jy Walls,209866,QB,NC A&T,1,66.7,3,4,3.7,2.72,1,0,0.0,50.0,2,0,3,0.0,5,0,1,246,66.8,55.9,47.4,62.8,0,0,5,0,33.3,58.3,20.0,1,0,0,0,0,0,0.0,14,3.5
Sawyer Teeney,209713,QB,IDAHO,1,50.0,4,4,7.3,3.55,0,0,0.0,50.0,2,0,3,0.0,8,0,1,185,66.2,42.5,42.2,61.0,0,0,8,1,66.7,56.3,25.0,2,2,0,0,0,0,0.0,4,1.0
Brett Griffis,157527,QB,CENT CT ST,1,33.3,3,4,6.3,2.6,0,0,0.0,25.0,1,0,2,0.0,6,0,1,133,73.1,64.6,40.4,71.6,0,0,7,0,50.0,39.6,16.7,1,1,0,1,0,0,0.0,11,2.8
Cooper Tankersley,177897,QB,CITADEL,1,100.0,3,4,4.7,3.02,1,0,0.0,75.0,3,0,1,0.0,6,0,0,139,69.0,47.1,57.7,48.8,0,0,7,0,100.0,81.3,16.7,1,1,0,0,0,0,0.0,16,4.0
Luke Flowers,192495,QB,MONTANA,2,100.0,3,4,-3.7,1.55,1,0,0.0,75.0,3,0,2,0.0,4,0,2,232,67.8,63.8,61.4,60.8,0,0,4,0,0.0,116.7,0.0,0,0,0,0,0,0,0.0,52,13.0
Jack Jacobs,173517,QB,TXAMCO,1,100.0,2,3,17.5,2.68,1,1,33.3,66.7,2,0,2,0.0,4,0,2,1139,63.3,89.0,88.7,,0,0,4,0,50.0,109.7,25.0,1,0,0,0,0,0,0.0,43,14.3
Max Holtzclaw,193407,QB,PRESBYTERN,3,33.3,3,3,19.3,2.37,0,0,0.0,33.3,1,0,0,0.0,3,0,0,271,71.7,60.7,51.4,64.7,0,0,4,0,,42.4,0.0,0,0,0,0,0,0,0.0,5,1.7
Marcus Brown,189117,QB,VALPO,4,0.0,3,3,24.3,4.24,0,0,0.0,0.0,0,0,5,,8,0,1,332,73.4,43.7,29.6,56.3,0,0,10,0,20.0,39.6,12.5,1,4,0,0,0,0,0.0,0,0.0
Karson Siqueiros-Lasky,185377,QB,PENN,1,100.0,2,3,5.5,2.27,0,0,0.0,66.7,2,0,1,0.0,3,0,1,267,62.7,70.2,69.8,,0,0,3,0,0.0,77.1,0.0,0,0,1,0,0,0,0.0,14,4.7
Raeden Oliver,162912,QB,MORGAN ST,1,66.7,3,3,2.3,1.97,0,0,0.0,66.7,2,0,1,0.0,3,0,1,235,64.8,55.6,56.8,57.7,0,0,3,0,0.0,79.9,0.0,0,0,0,0,0,0,0.0,16,5.3
Simon Romfo,148126,WR,N DAKOTA,4,66.7,3,3,5.0,3.13,0,0,0.0,66.7,2,0,1,0.0,4,0,2,249,69.5,53.3,37.7,65.5,0,0,7,0,100.0,92.4,25.0,1,0,0,0,0,0,0.0,25,8.3
Deven Sisler,201812,QB,STHLSK,1,33.3,3,3,10.0,2.92,0,0,0.0,33.3,1,0,3,0.0,6,0,2,1470,64.6,35.3,37.3,56.2,0,0,7,0,66.7,42.4,33.3,2,1,0,0,0,0,0.0,8,2.7
Treynor Cleeland,201915,QB,UC DAVIS,1,100.0,2,3,8.0,3.07,0,0,0.0,66.7,2,0,3,0.0,3,0,1,322,62.7,72.7,72.2,,0,0,3,0,0.0,93.8,0.0,0,0,0,1,0,0,0.0,26,8.7
Jack Sulik,191977,QB,N DAKOTA,2,66.7,3,3,0.0,1.97,0,0,0.0,66.7,2,0,0,0.0,3,0,1,249,64.8,56.2,56.0,59.5,0,0,3,0,,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3
JT Kitna,202540,QB,STF AUSTIN,2,66.7,3,3,-2.3,1.3,0,0,0.0,66.7,2,0,0,0.0,3,0,0,301,62.7,55.8,55.9,,0,0,3,0,,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3
Matt Machalik,192072,QB,LEHIGH,3,100.0,3,3,-2.0,2.2,0,0,0.0,100.0,3,0,0,0.0,4,0,2,205,78.2,69.1,63.8,65.8,0,0,4,0,,88.9,0.0,0,1,0,0,0,0,0.0,16,5.3
Shawn Brown,178102,QB,STHLSK,1,33.3,3,3,13.7,3.38,0,0,0.0,0.0,0,0,3,100.0,6,1,2,1470,68.0,69.9,58.6,68.4,0,0,6,0,0.0,39.6,0.0,0,3,0,0,0,0,0.0,0,0.0
Caleb Koger,170554,QB,CENT ARK,1,100.0,3,3,1.7,1.37,0,0,0.0,100.0,3,0,0,0.0,3,0,1,132,67.7,66.9,65.2,60.8,0,0,3,0,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3
Benjamin Newman,203577,QB,WAGNER,1,100.0,3,3,4.0,1.4,0,0,0.0,66.7,2,0,0,33.3,4,1,0,338,13.0,41.6,58.3,48.7,0,0,4,0,,70.1,0.0,0,0,0,0,0,0,0.0,3,1.0
JoJo Crump,192226,QB,VA MILT IN,1,0.0,2,3,14.5,2.53,1,0,0.0,0.0,0,0,0,,3,0,0,336,64.8,42.3,43.9,57.5,0,0,3,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Bryce Bailey,121794,WR,TENN MARTN,3,66.7,3,3,17.7,3.23,0,1,33.3,66.7,2,0,1,0.0,3,0,2,310,43.2,67.0,75.5,64.5,0,1,3,1,0.0,109.7,0.0,0,0,0,0,1,1,33.3,54,18.0
Brenton Toles III,189017,QB,HAMPTON,1,66.7,3,3,9.3,2.5,0,0,0.0,66.7,2,0,0,0.0,3,0,1,178,64.8,41.2,42.1,58.0,0,1,3,0,,47.2,0.0,0,0,0,0,0,1,33.3,21,7.0
Michael Wortham,170696,WR,MONTANA,1,100.0,2,2,22.5,4.3,0,0,0.0,100.0,2,0,1,0.0,2,0,2,232,67.5,90.4,90.3,73.8,0,0,2,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,49,24.5
Josh Fillion,164583,WR,NEW HAMP,2,0.0,2,2,28.0,3.1,0,0,0.0,0.0,0,0,0,,2,0,0,240,25.0,54.3,65.6,,0,0,2,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cooper Willman,138032,WR,E ILLINOIS,2,0.0,2,2,23.0,3.3,0,0,0.0,0.0,0,0,0,,2,0,0,158,83.0,62.5,38.6,59.6,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Xander Eschelman,202652,QB,COLUMBIA,3,50.0,2,2,3.0,2.6,0,0,0.0,50.0,1,0,5,0.0,5,0,0,145,27.0,53.2,49.2,58.6,0,0,5,0,60.0,66.7,60.0,3,0,0,0,0,0,0.0,11,5.5
James Tyre,177965,WR,W CAROLINA,2,50.0,2,2,30.5,3.9,0,0,0.0,50.0,1,0,0,0.0,2,0,1,344,81.3,78.2,65.8,,0,0,2,2,,135.4,0.0,0,0,0,0,1,0,0.0,61,30.5
Noah Trigueros,193381,QB,DARTMOUTH,1,100.0,2,2,6.0,2.1,0,0,0.0,50.0,1,0,0,50.0,2,1,0,148,61.8,73.4,72.9,,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0
James Paige,178466,HB,TARLETON,1,50.0,2,2,17.5,2.45,0,0,0.0,50.0,1,0,1,0.0,2,0,1,401,86.6,87.4,64.7,83.4,0,0,2,0,0.0,95.8,0.0,0,0,0,0,1,0,0.0,4,2.0
Sean Brown,123871,QB,TOWSON,1,50.0,2,2,3.0,1.95,0,0,0.0,50.0,1,0,0,0.0,2,0,1,317,61.8,24.6,25.0,,0,0,2,0,,95.8,0.0,0,0,0,0,0,1,50.0,28,14.0
Landon Holcomb,193304,QB,ARKAPB,1,100.0,2,2,9.5,1.8,0,0,0.0,100.0,2,0,0,0.0,2,0,1,112,61.8,74.8,74.3,,0,0,2,0,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0
Fresh Walters,157978,WR,YNGTOWN ST,2,100.0,1,2,-2.0,2.6,0,0,0.0,50.0,1,0,0,0.0,2,0,1,353,68.3,52.4,58.9,57.7,0,0,2,0,,135.4,0.0,0,0,0,1,1,0,0.0,50,25.0
Cash McCollum,183478,QB,WEBER ST,1,50.0,2,2,12.5,2.75,0,0,0.0,0.0,0,0,0,100.0,2,1,0,342,61.8,54.2,53.4,,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Asher Weiner,189205,QB,PRINCETON,1,100.0,2,2,-1.5,1.75,0,0,0.0,100.0,2,0,1,0.0,2,0,1,272,75.3,65.2,62.7,69.2,0,0,2,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0
Garrison Davis,206352,QB,ARKAPB,1,100.0,2,2,-3.5,1.05,0,0,0.0,50.0,1,0,0,50.0,2,1,0,112,68.7,74.5,62.7,68.6,0,0,2,0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5
Jaden Gibson,170132,WR,SAMFORD,2,50.0,2,2,7.0,2.5,0,0,0.0,50.0,1,0,0,0.0,2,0,1,282,31.2,63.4,69.8,,0,0,2,0,,93.8,0.0,0,0,0,0,0,0,0.0,24,12.0
Lucas Powell,192330,QB,LAMAR,1,100.0,2,2,-0.5,2.1,0,0,0.0,100.0,2,0,0,0.0,2,0,0,204,67.7,75.9,61.0,71.8,0,0,3,0,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5
Pops Battle,192799,QB,LNDNWD,3,0.0,2,2,15.5,3.6,0,0,0.0,0.0,0,0,3,,5,0,0,949,63.8,27.1,27.4,56.3,0,1,5,0,66.7,0.0,40.0,2,1,0,0,0,1,20.0,0,0.0
Michael Briscoe,142810,WR,CAL POLY,2,50.0,2,2,20.0,3.55,0,0,0.0,50.0,1,0,0,0.0,2,0,1,129,74.4,73.7,61.6,58.5,0,0,2,1,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0
Jared Echols,185142,QB,CHARLES SO,2,100.0,2,2,10.0,3.18,0,0,0.0,100.0,2,0,2,0.0,4,0,1,135,63.8,57.8,62.6,57.0,0,0,5,0,50.0,116.7,25.0,1,1,0,0,0,0,0.0,24,12.0
Logan Gonzalez,159065,QB,IDAHO ST,1,100.0,2,2,-1.5,1.95,0,0,0.0,50.0,1,0,0,50.0,2,1,0,186,64.8,72.0,63.9,63.4,0,0,3,0,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0
Bryson Dickerson,160006,TE,W GEORGIA,2,50.0,2,2,15.5,3.0,0,0,0.0,50.0,1,0,0,0.0,2,0,1,1177,69.3,53.5,39.2,,0,1,2,2,,50.0,0.0,0,0,0,0,0,1,50.0,22,11.0
Vinson Berry,191788,QB,NORFOLK,1,50.0,2,2,10.0,1.75,0,0,0.0,0.0,0,0,0,100.0,2,1,0,244,61.8,68.8,68.4,,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Gavin Lochow,177638,WR,DAYTON,3,50.0,2,2,29.5,3.6,0,0,0.0,50.0,1,0,1,0.0,2,0,1,150,62.1,76.7,68.7,67.4,0,1,3,0,0.0,83.3,0.0,0,0,0,0,1,1,33.3,19,9.5
Achilles Ringo,200469,QB,ALCORN ST,1,50.0,2,2,18.5,2.4,0,0,0.0,50.0,1,0,0,0.0,2,0,0,107,64.4,53.0,58.9,60.0,0,0,2,1,,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0
Jackson Byrd,200791,QB,E TENN ST,2,100.0,2,2,8.5,2.23,0,0,0.0,100.0,2,0,1,0.0,3,0,1,157,68.8,79.9,70.2,70.3,0,0,3,0,100.0,106.3,33.3,1,0,0,0,0,0,0.0,19,9.5
T.C. Molk,202029,QB,W ILLINOIS,1,50.0,2,2,8.5,1.9,0,0,0.0,0.0,0,0,1,100.0,2,1,0,345,61.8,33.2,31.9,,0,1,2,0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Xavier Rice,178207,QB,DUQUESNE,1,50.0,2,2,2.5,1.75,0,0,0.0,50.0,1,0,0,0.0,2,0,0,155,61.8,55.6,54.5,,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0
Devin Lippold,186017,QB,MCNEESE,1,50.0,2,2,21.0,2.4,0,1,50.0,0.0,0,0,1,100.0,2,1,0,217,73.4,87.7,67.5,77.7,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Andrew Piercy,148491,K,WM & MARY,1,,0,1,,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,348,63.7,40.6,59.4,60.0,0,0,1,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Mason Stallons,201264,K,LAMAR,1,0.0,1,1,10.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,0,204,60.3,51.7,55.0,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Daniel Sobkowicz,148032,WR,ILL STATE,2,100.0,1,1,28.0,3.4,0,1,100.0,100.0,1,0,0,0.0,2,0,2,188,73.0,88.5,87.7,56.4,0,0,2,0,,118.8,0.0,0,1,0,0,0,0,0.0,28,28.0
Brady Young,144242,P,HOUCHR,1,0.0,1,1,17.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,183,63.7,49.6,49.6,58.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Rodney Hammond Jr.,144024,HB,SACRAMENTO,1,100.0,1,1,10.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,279,73.0,84.8,74.3,87.0,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0
Jaxon Fresques,201631,WR,SACRAMENTO,1,100.0,1,1,10.0,4.7,0,0,0.0,100.0,1,0,1,0.0,1,0,1,279,75.2,62.2,73.1,,0,0,1,0,0.0,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Caleb Burke,142312,WR,NEW HAMP,1,100.0,1,1,38.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,240,73.1,76.5,75.7,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,53,53.0
Devaughn Slaughter,201871,WR,TENN STATE,1,0.0,1,1,23.0,3.5,0,0,0.0,0.0,0,1,0,,1,0,0,308,75.9,60.5,37.9,51.9,0,1,1,2,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Payton Rhoades,142087,WR,SACR HEART,1,0.0,1,1,32.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,280,72.1,68.2,58.0,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nate Brackett,138983,P,E TENN ST,1,0.0,1,1,-1.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,0,157,60.3,55.3,54.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaiah Garcia-Castaneda,138481,WR,S DAK ST,2,100.0,1,1,26.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,292,76.4,64.1,73.4,63.6,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,26,26.0
Kaleb Bailey,202276,QB,MURRAY ST,1,0.0,1,1,12.0,2.75,0,0,0.0,0.0,0,0,0,,2,0,1,236,66.2,51.1,33.8,66.3,0,1,2,0,,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0
Garrett Sanford,202324,ED,MURRAY ST,1,100.0,1,1,-7.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,236,63.0,60.5,60.6,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Byron Eaton Jr.,202767,HB,GRAMBLING,1,,0,1,,5.4,0,0,0.0,0.0,0,0,0,,1,0,0,177,57.3,65.6,60.0,68.8,0,0,1,2,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Cade Fennegan,128127,QB,ABILENE CH,1,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,100,67.5,59.0,60.6,58.4,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Terrell Russell,203468,QB,HOWARD,1,100.0,1,1,-3.0,1.9,0,0,0.0,0.0,0,0,0,100.0,1,1,0,184,60.3,54.2,55.3,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Luke Larsen,123823,P,VILLANOVA,1,100.0,1,1,-2.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,334,60.3,60.6,60.6,,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
JaShawn Todd,206183,WR,STTHOM,2,0.0,1,1,3.0,5.15,0,0,0.0,0.0,0,0,2,,2,0,0,1129,82.4,73.4,57.7,59.4,0,0,2,1,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Norman Taylor,206398,HB,MS VLY ST,1,0.0,1,1,15.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,228,83.4,72.8,56.6,72.4,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Daniel King,123422,K,SO UTAH,1,100.0,1,1,-6.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,298,60.3,60.6,60.6,,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
C.J. Evans,121347,HB,SAMFORD,1,100.0,1,1,11.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,282,85.6,65.7,54.8,69.4,0,0,1,0,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0
Jaxon Baize,209008,QB,TXGV,1,0.0,1,1,6.0,1.8,0,0,0.0,0.0,0,0,0,,1,0,0,1445,60.3,25.8,26.6,,0,0,1,0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Atzel Chavez Jr.,209015,QB,TXGV,1,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,1445,60.3,63.0,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
John Dunmore,101705,WR,TOWSON,1,100.0,1,1,24.0,3.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,317,81.8,70.1,76.2,63.7,0,0,1,2,,158.3,0.0,0,0,0,0,1,0,0.0,33,33.0
Noah Cronquist,86569,WR,E WASHGTON,1,100.0,1,1,24.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,161,82.3,62.9,76.2,57.6,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,33,33.0
Ashley Tucker Jr.,73973,QB,ALAB A&M,1,100.0,1,1,6.0,4.0,0,0,0.0,0.0,0,0,0,100.0,2,1,1,104,64.4,37.7,41.1,57.0,0,1,2,0,,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0
Dante Archie,209825,HB,MORGAN ST,1,100.0,1,1,32.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,235,63.7,65.1,77.1,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,28,28.0
Kia'i Keone,179368,QB,N COLORADO,1,,0,1,,1.8,1,0,0.0,0.0,0,0,0,,1,0,0,253,69.7,58.0,59.4,59.5,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
JT Smith,178693,HB,NC A&T,1,0.0,1,1,18.0,2.7,0,0,0.0,0.0,0,0,1,,1,0,0,246,82.2,62.5,26.9,67.8,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Brendan Anderson,178992,QB,SO UTAH,1,0.0,1,1,4.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,298,60.3,54.4,55.3,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Michael Shulikov,178255,WR,IDAHO ST,1,100.0,1,1,-3.0,3.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,186,73.3,73.5,60.6,,0,0,1,2,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0
Deyandre Ruffin,184287,WR,SCAR STATE,1,0.0,1,1,10.0,3.5,0,0,0.0,0.0,0,0,1,,1,0,0,290,37.2,61.7,55.3,,0,0,1,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cru Newman,185057,WR,PORTLAND,2,100.0,1,1,-1.0,3.35,0,0,0.0,100.0,1,0,0,0.0,2,0,1,269,55.9,67.3,61.0,71.3,0,0,2,0,,87.5,0.0,0,1,0,0,0,0,0.0,5,5.0
Najih Rahman,177432,WR,BROWN,1,100.0,1,1,10.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,123,80.1,57.0,75.4,,0,0,1,0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Carson Gresock,185177,HB,GARD-WEBB,1,100.0,1,1,-4.0,0.8,0,0,0.0,100.0,1,1,0,0.0,1,0,1,171,70.7,88.2,60.4,91.1,0,0,1,3,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Brayden Munroe,176815,WR,N COLORADO,1,0.0,1,1,4.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,253,72.6,67.6,56.8,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Winston Watkins,185303,QB,TOWSON,2,100.0,1,1,7.0,2.15,0,0,0.0,100.0,1,0,0,0.0,2,0,2,317,71.2,72.4,56.6,67.0,0,0,2,0,,118.8,0.0,0,1,0,0,1,0,0.0,1,1.0
Joey Tomasso,185315,QB,WM & MARY,1,0.0,1,1,1.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,348,60.3,49.2,54.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mike Ryan,185350,K,MERRIMACK,1,0.0,1,1,5.0,1.8,0,0,0.0,0.0,0,0,0,,1,0,0,385,63.7,68.4,54.4,68.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Adam Jones,176769,HB,MONTANA ST,1,100.0,1,1,15.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,233,87.2,78.0,72.6,77.1,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Will Prichard,175779,QB,MOREHEAD,1,0.0,1,1,11.0,3.3,0,0,0.0,0.0,0,0,2,,2,0,0,234,61.8,56.3,56.2,,0,0,2,0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Dylan Mauro,175645,P,UC DAVIS,1,100.0,1,1,-1.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,322,63.7,70.8,60.6,63.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
Bryce LaFollette,174792,P,TOWSON,1,100.0,1,1,9.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,317,63.7,73.1,71.5,60.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Max Pelham,185547,P,S DAK ST,1,100.0,1,1,12.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,292,9.1,49.4,75.4,60.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
Trey Drake,174411,QB,N DAK ST,1,100.0,1,1,-3.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,0,250,13.4,30.7,60.6,38.7,0,0,1,0,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
"Ruben Lee, II",174276,QB,MS VLY ST,1,100.0,1,1,-1.0,2.95,0,0,0.0,100.0,1,0,1,0.0,2,0,0,228,64.4,60.3,58.9,60.0,0,0,2,0,100.0,79.2,50.0,1,0,0,0,0,0,0.0,-1,-1.0
Ty Watkins,173774,QB,N ALABAMA,1,0.0,1,1,9.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,389,70.5,65.1,62.2,64.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Courtland Simmons,173768,HB,AUSTINPEAY,1,0.0,1,1,29.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,116,82.3,73.0,58.4,72.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Gavin Hall,185847,HB,FURMAN,1,0.0,1,1,13.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,170,76.6,63.5,55.3,64.4,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Andrew Frazier,173585,WR,DAVIDSON,1,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,149,76.5,57.0,60.4,70.0,0,0,1,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0
Ja'koby Banks,173037,WR,PRVIEW A&M,2,0.0,1,1,34.0,3.5,0,0,0.0,0.0,0,0,0,,1,0,0,270,66.2,46.4,56.7,60.9,0,0,2,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Carston Naegle,172989,QB,SO UTAH,1,100.0,1,1,3.0,1.8,0,0,0.0,100.0,1,0,1,0.0,1,0,0,298,60.3,60.6,60.4,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Elliott Janish,172353,P,SCAR STATE,1,100.0,1,1,5.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,290,5.8,54.9,74.3,60.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
